"astro-ph/0703698","Jesper Sommer-Larsen","Jesper Sommer-Larsen (1,2,3), Johan P. U. Fynbo (2) ((1) Excellence
  Cluster Universe, TUM, Munich; (2) Dark Cosmology Centre, NBI, Copenhagen;
  (3) Institute of Astronomy, University of Tokyo)","Where are the Cosmic Metals at z~3?","22 Pages, 16 Figures, MNRAS, Accepted version, Printing in colour
  recommended","Mon.Not.Roy.Astron.Soc.385:3-22,2008","10.1111/j.1365-2966.2007.12618.x",,"astro-ph",,"  The temperature distribution of the cosmic gas-phase oxygen at z~3 is
determined by combining high resolution cosmological simulations with the
observed, (rest-frame) V-band galaxy LF. The simulations invoke three different
stellar IMFs, a Kroupa (K98), a Salpeter (S) and an Arimoto-Yoshii (AY),
spanning a range of a factor of five in chemical yield and specific SNII energy
feedback.
  Oxygen is found in all T phases (cold: logT<~4, warm: logT~4.5, hot:
logT>~5), in particular for the (top-heavy) AY IMF. For the K98 and S IMFs, the
most important phase is the cold one. Moreover, the cold phase alone contains
1-3 times the mass of oxygen in galactic stars for the three IMFs. The
implications of this in relation to DLA studies are discussed.
  In relation to ``missing metals'' it is found that a significant fraction of
the oxygen is located in a warm/hot phase that may be very difficult to detect.
Moreover, it is found that less than about 20-25% of the cosmic oxygen is
associated with galaxies brighter than M_V~-22, the faintest LBGs probed by
current metallicity determinations.
  From the LBG based, lambda~1500 AA luminosity density history at z>3, the
mean oxygen density at z=3 is inferred. Comparing this to the models, it is
found that the (solar neighbourhood type) K98 IMF is strongly excluded (too
small yield), the S is marginally excluded, and the AY matches the constraint
well. The optimal IMF has a yield between the S and AY. A similar conclusion is
reached on the basis of the C IV abundance of the moderate density IGM.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 18:49:25 GMT""},{""version"":""v2"",""created"":""Tue, 23 Oct 2007 21:13:11 GMT""}]","2008-11-26"
"astro-ph/0703731","Tomaso Belloni","Tomaso Belloni (INAF - Osservatorio Astronomico di Brera, Merate,
  Italy)","Noisy Jets and Emission Components in Galactic X-Ray Binaries","6 pages, 3 figures; To appear in ""The Multicoloured Landscape of
  Compact Objects and their Explosive Progenitors: Theory vs Observations""
  (Cefalu, Sicily, June 2006). Eds. L. Burderi et al. (New York: AIP)","AIPConf.Proc.924:723-728,2007","10.1063/1.2774933",,"astro-ph",,"  Our knowledge of the phenomenology of accretion onto black holes has
increased considerably thanks to ten years of observations with the RXTE
satellite. However, only recently it has been possible to derive a scheme for
the outburst evolution of transient systems on the basis of their spectral and
timing properties, reaching a comprehensive definition of source states. These
states are in turn linked to the ejection of relativistic jets as observed in
the radio band. Here I concentrate on some specific aspects of this
classification, concentrating on the properties of the aperiodic variability
and on their link with jet ejection.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 16:28:42 GMT""}]","2008-11-26"
"astro-ph/0703732","Christopher Wareing","C J Wareing, Albert A Zijlstra, T J O'Brien","Vortices in the wakes of AGB stars","ApJL accepted, preprint form, 13 pages including 4 pages of figures",,"10.1086/518308",,"astro-ph",,"  Vortices have been postulated at a range of size scales in the universe
including at the stellar size-scale. Whilst hydrodynamically simulating the
wind from an asymptotic giant branch (AGB) star moving through and sweeping up
its surrounding interstellar medium (ISM), we have found vortices on the size
scale of 10^-1 pc to 10^1 pc in the wake of the star. These vortices appear to
be the result of instabilities at the head of the bow shock formed upstream of
the AGB star. The instabilities peel off downstream and form vortices in the
tail of AGB material behind the bow shock, mixing with the surrounding ISM. We
suggest such structures are visible in the planetary nebula Sh 2-188.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 16:38:56 GMT""}]","2009-11-13"
"astro-ph/0703733","J\'ulius Koza","J. Koza, P. S\""utterlin, A. Kucera and J. Ryb\'ak","Temporal Variations in Fibril Orientation","In press,""Physics of Chromospheric Plasmas"" (Coimbra), ASP 368, 115
  (2007)","The Physics of Chromospheric Plasmas, Astronomical Society of the
  Pacific Conference Series Vol. 368, Editors: P. Heinzel, I. Dorotovic, R.J.
  Rutten, p. 115 (2007)",,,"astro-ph",,"  We measure variations in orientation of fourteen dynamic fibrils as a
function of time in a small isolated plage and nearby network using a 10-min
time sequence of H-alpha filtergrams obtained by the Dutch Open Telescope. We
found motions with average angular velocities of the order of 1 deg/min
suggesting systematic turning from one limit position to another, particularly
apparent in the case of fibrils with lifetimes of a few minutes. Shorter
fibrils tend to turn faster than longer ones, which we interpret as due to
vortex flows in the underlying granulation that twist magnetic fields.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 16:54:33 GMT""}]","2017-12-27"
"astro-ph/0703734","Asaf Pe'er","Asaf Pe'er, Felix Ryde, Ralph A.M.J. Wijers, Peter M\'esz\'aros and
  Martin J. Rees","A new method of determining the initial size and Lorentz factor of
  gamma-ray burst fireballs using a thermal emission component","Discussion added on gamma-ray emission efficiency. Accepted for
  publication in Ap.J. Lett","Astrophys.J.664:L1,2007","10.1086/520534",,"astro-ph",,"  In recent years increasing evidence has emerged for a thermal component in
the gamma- and X-ray spectrum of the prompt emission phase in gamma-ray bursts.
The temperature and flux of the thermal component show a characteristic break
in the temporal behavior after a few seconds. We show here, that measurements
of the temperature and flux of the thermal component at early times (before the
break) allow the determination of the values of two of the least restricted
fireball model parameters: the size at the base of the flow and the outflow
bulk Lorentz factor. Relying on the thermal emission component only, this
measurement is insensitive to the inherent uncertainties of previous estimates
of the bulk motion Lorentz factor. We give specific examples of the use of this
method: for GRB970828 at redshift z=0.9578, we show that the physical size at
the base of the flow is r_0 = (2.9+-1.8)*10^8 Y_0^{-3/2} cm and the Lorentz
factor of the flow is Gamma = (305\+-28) Y_0^{1/4}, and for GRB990510 at
z=1.619, r_0=(1.7+-1.7)*10^8 Y_0^{-3/2} cm and Gamma=(384+-71) Y_0^{1/4}, where
Y = 1 Y_0 is the ratio between the total fireball energy and the energy emitted
in gamma- rays.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 17:12:56 GMT""},{""version"":""v2"",""created"":""Tue, 5 Jun 2007 13:14:08 GMT""}]","2009-11-13"
"astro-ph/0703735","Luis F. Rodriguez","Luis F. Rodriguez, Y. Gomez, D. Tafoya","Changes in the Radio Appearance of MWC 349A","20 pages, 6 figures","Astrophys.J.663:1083-1091,2007","10.1086/518472",,"astro-ph",,"  We present new sensitive, high angular resolution 1.3, 2, and 6 cm
observations of the continuum emission from the peculiar emission-line star MWC
349A, made with the Very Large Array. This radio emission is believed to
originate in an ionized flow produced by the photoevaporation of a disk that
surrounds the star. We determine for the first time the proper motion of this
source, which is consistent with that expected for the location of the source
in the galaxy. Our analysis of the images, that include the new observations as
well as archive data covering a time interval of more than 20 years, indicates
that the appearance of MWC 349A has been systematically changing over time. The
well-defined ``hourglass'' shape that characterized the 2 and 1.3 cm appearance
of the source in the early 1980's has disappeared to be replaced by a more
``square'' shape. We discuss if these changes can be accounted for by
precession of the MWC 349A disk or by intrinsic changes in the parameters of
the disk, but could not reach a satisfactory explanation.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 17:48:20 GMT""}]","2011-02-11"
"astro-ph/0703736","Regis Lachaume Dr.","R\'egis Lachaume (1), Thomas Preibisch (2), Thomas Driebe (2), Gerd
  Weigelt (2) ((1) Centro de Radioastronom\'ia y Astrof\'isica UNAM (2)
  Max-Planck-Institut f\""ur Radioastronomie)","Resolving the B[e] star Hen 3-1191 at 10 microns with VLTI/MIDI","9 pages, 8 figures, 4 tables, 1 SIMBAD object Accepted by Astronomy &
  Astrophysics (manuscript AA-2006-6026)",,"10.1051/0004-6361:20066206",,"astro-ph",,"  We report spatially resolved, spectrally dispersed N-band observations of the
B[e] star Hen 3-1191 with the MIDI instrument of the Very Large Telescope
Interferometer. The object is resolved with a 40 m baseline and has an
equivalent uniform disc diameter ranging from 24 mas at 8 microns to 36 mas at
13 microns. The MIDI spectrum and visibilities show a curvature which can arise
from a weak silicate feature in which the object appears ~ 15% larger than in
the continuum, but this could result from a change in the object's geometry
within the band.
  We then model Hen's 3-1191 spectral energy distribution (.4-60 microns) and
N-band visibilities. Because of the unknown nature for the object, we use a
wide variety of models for objects with IR excesses. We find the observations
to be consistent with a disc featuring an unusually high mass accretion and a
large central gap almost void of matter, an excretion disc, and a binary made
of two IR sources. We are unable to find a circumstellar shell model consistent
with the data.
  At last, we review the different hypotheses concerning the physical nature of
the star and conclude that it is neither a Be supergiant nor a symbiotic star.
However, we could not discriminate between the scenario of a young stellar
object featuring an unusually strong FU Orionis-like outburst of mass accretion
(4 to 250 x 10^-4 solar mass per year) and that of a protoplanetary nebula with
an equatorial mass excretion rate (>~ 4 x 10^-5 solar mass per year). In both
cases, taking the additional presence of an envelope or wind into account would
result in lower mass flows.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 17:54:57 GMT""}]","2009-11-13"
"astro-ph/0703737","Robert J. Nemiroff","Robert J. Nemiroff","The Opposite of Dark Energy: Limits on $w = 2/3$ Ultralight Energy in
  the Early Universe","7 pages, no figures",,,,"astro-ph",,"  Might stable energy species ""lighter"" than radiation, with $w > 1/3$, exist?
A dimensional expansion of the cosmological Friedmann Equation of energy has a
clear place for them. Such energies would affect the universe much differently
than dark energies, and so are here dubbed ""ultralight."" As the universe
expands, ultralight dilutes even faster than light. Although any specie of
energy can be mimicked by a properly evolving scalar field, ultralight energy
species are hypothesized here to be stable and not related to dynamics of a
scalar field. Ultralight is not considered a candidate to make a significant
contribution to the energy budget of the universe today, although ultralight
might have affected the universe in the distant past. In particular, the
$w=2/3$ ultralight energy specie appears to have relatively mundane physical
attributes. A discussion of properties and falsifiable attributes of ultralight
is given. The duration of primordial nucleosynthesis is extrapolated to limit
the present density of $w=2/3$ ultralight to below one part in 100 billion of
the critical density.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 18:37:46 GMT""}]","2007-05-23"
"astro-ph/0703738","Robin Morris","Robin D. Morris and Johann Cohen-Tanugi","Modern Statistical Methods for GLAST Event Analysis","To appear in the proceedings of the First GLAST Symposium (held at
  Stanford University, 5-8 February 2007)","AIPConf.Proc.921:307-309,2007","10.1063/1.2757330",,"astro-ph",,"  We describe a statistical reconstruction methodology for the GLAST LAT. The
methodology incorporates in detail the statistics of the interactions of
photons and charged particles with the tungsten layers in the LAT, and uses the
scattering distributions to compute the full probability distribution over the
energy and direction of the incident photons. It uses model selection methods
to estimate the probabilities of the possible geometrical configurations of the
particles produced in the detector, and numerical marginalization over the
energy loss and scattering angles at each layer. Preliminary results show that
it can improve on the tracker-only energy estimates for muons and electrons
incident on the LAT.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 19:09:34 GMT""}]","2008-11-26"
"astro-ph/0703739","Robert J. Nemiroff","Robert J. Nemiroff and Bijunath Patla","Adventures in Friedmann Cosmology: An Educationally Detailed Expansion
  of the Cosmological Friedmann Equations","32 pages, 4 tables; modified version accepted for publication in the
  American Journal of Physics","Am.J.Phys.76:265-276,2008","10.1119/1.2830536",,"astro-ph",,"  The general relativistic cosmological Friedmann equations which describe how
the scale factor of the universe evolves are expanded explicitly to include
energy forms not usually seen. The evolution of the universe as predicted by
the Friedmann equations when dominated by a single, isotropic, stable, static,
perfect-fluid energy form is discussed for different values of its
gravitational pressure to density ratio $w$. These energy forms include phantom
energy ($w<-1$), cosmological constant ($w=-1$), domain walls ($w = -2/3$),
cosmic strings ($w = -1/3$), normal matter ($w = 0$), radiation and
relativistic matter ($w = 1/3$), and a previously little-discussed form of
energy called ""ultralight"" ($w>1/3$). A brief history and possible futures of
Friedmann universes dominated by a single energy form are discussed.
","[{""version"":""v1"",""created"":""Wed, 28 Mar 2007 19:13:37 GMT""},{""version"":""v2"",""created"":""Fri, 14 Dec 2007 01:52:34 GMT""}]","2008-11-26"
