"0709.4031","Jonathan Sondow","Jean-Paul Allouche, Jonathan Sondow","Infinite products with strongly $B$-multiplicative exponents","Updated [14] and journal reference","Annales Univ. Sci. Budapest. Sect. Comput. 28 (2008) 35-53. Errata
  32 (2010) 253",,,"math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $N_{1,B}(n)$ denote the number of ones in the $B$-ary expansion of an
integer $n$. Woods introduced the infinite product $P :=\prod_{n \geq 0}
(\frac{2n+1}{2n+2})^{(-1)^{N_{1,2}(n)}}$ and Robbins proved that $P =
1/\sqrt{2}$. Related products were studied by several authors. We show that a
trick for proving that $P^2 = 1/2$ (knowing that $P$ converges) can be extended
to evaluating new products with (generalized) strongly $B$-multiplicative
exponents. A simple example is $$ \prod_{n \geq 0}
(\frac{Bn+1}{Bn+2})^{(-1)^{N_{1,B}(n)}} = \frac{1}{\sqrt B}. $$
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 17:28:30 GMT""},{""version"":""v2"",""created"":""Sun, 27 Mar 2011 21:39:35 GMT""}]","2011-03-29"
"0709.4036","Albert Schliesser","A. Schliesser, R. Rivi\`ere, G. Anetsberger, O. Arcizet, T. J.
  Kippenberg","Resolved Sideband Cooling of a Micromechanical Oscillator","13 pages, 5 figures",,"10.1038/nphys939",,"quant-ph",,"  Micro- and nanoscale opto-mechanical systems provide radiation pressure
coupling of optical and mechanical degree of freedom and are actively pursued
for their ability to explore quantum mechanical phenomena of macroscopic
objects. Many of these investigations require preparation of the mechanical
system in or close to its quantum ground state. Remarkable progress in ground
state cooling has been achieved for trapped ions and atoms confined in optical
lattices. Imperative to this progress has been the technique of resolved
sideband cooling, which allows overcoming the inherent temperature limit of
Doppler cooling and necessitates a harmonic trapping frequency which exceeds
the atomic species' transition rate. The recent advent of cavity back-action
cooling of mechanical oscillators by radiation pressure has followed a similar
path with Doppler-type cooling being demonstrated, but lacking inherently the
ability to attain ground state cooling as recently predicted. Here we
demonstrate for the first time resolved sideband cooling of a mechanical
oscillator. By pumping the first lower sideband of an optical microcavity,
whose decay rate is more than twenty times smaller than the eigen-frequency of
the associated mechanical oscillator, cooling rates above 1.5 MHz are attained.
Direct spectroscopy of the motional sidebands reveals 40-fold suppression of
motional increasing processes, which could enable reaching phonon occupancies
well below unity (<0.03). Elemental demonstration of resolved sideband cooling
as reported here should find widespread use in opto-mechanical cooling
experiments. Apart from ground state cooling, this regime allows realization of
motion measurement with an accuracy exceeding the standard quantum limit.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 18:29:35 GMT""}]","2009-11-13"
"0709.4054","Roman Zwicky","F. Krauss, T. E. J. Underwood, R. Zwicky","The process gg -> h_0 -> gamma gamma in the Lee-Wick Standard Model","28 pages 5 figures; v2 slightly improved, references added concerning
  LHC perspective and integration contour of Lee-Wick theory; v3/4 errors Eqs
  (59) corrected, no significant change in results","Phys.Rev.D77:015012,2008","10.1103/PhysRevD.77.015012","IPPP/07/49, DCPT/07/98","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The process gg -> h_0 -> gamma gamma is studied in the Lee-Wick extension of
the Standard Model (LWSM) proposed by Grinstein, O'Connell and Wise. In this
model negative norm partners for each SM field are introduced with the aim to
cancel quadratic divergences in the Higgs mass. All sectors of the model
relevant to gg -> h_0 -> gamma gamma are diagonalized and results are commented
on from the perspective of both the Lee-Wick and higher derivative formalisms.
Deviations from the SM rate for gg -> h_0 are found to be of the order of 15% -
5% for Lee-Wick masses in the range 500GeV - 1000GeV. Effects on the rate for
h_0-> gamma gamma are smaller, of the order of 5% - 1% for Lee-Wick masses in
the same range. These comparatively small changes may well provide a means of
distinguishing the LWSM from other models such as universal extra dimensions
where same-spin partners to Standard Model fields also appear. Corrections to
determinations of CKM elements |V_{t(b,s,d)}| are also considered and are shown
to be positive, allowing the possibility of measuring a CKM element larger than
unity, a characteristic signature of the ghost-like nature of the Lee-Wick
fields.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 18:49:55 GMT""},{""version"":""v2"",""created"":""Wed, 24 Oct 2007 10:01:13 GMT""},{""version"":""v3"",""created"":""Tue, 14 Dec 2010 16:22:48 GMT""},{""version"":""v4"",""created"":""Thu, 20 Jan 2011 15:23:05 GMT""}]","2011-01-21"
"0709.4058","Mark Hamilton","Mark D. Hamilton","Locally toric manifolds and singular Bohr-Sommerfeld leaves","Author's PhD thesis. 69 pages, 9 figures v2: refs added, many typo &
  small wording fixes. Final version, to appear in Mem. AMS",,,,"math.SG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  When geometric quantization is applied to a manifold using a real
polarization which is ""nice enough"", a result of Sniatycki says that the
quantization can be found by counting certain objects, called Bohr-Sommerfeld
leaves. Subsequently, several authors have taken this as motivation for
counting Bohr-Sommerfeld leaves when studying the quantization of manifolds
which are less ""nice"".
  In this paper, we examine the quantization of compact symplectic manifolds
that can locally be modelled by a toric manifold, using a real polarization
modelled on fibres of the moment map. We compute the results directly, and
obtain a theorem similar to Sniatycki's, which gives the quantization in terms
of counting Bohr-Sommerfeld leaves. However, the count does not include the
Bohr-Sommerfeld leaves which are singular. Thus the quantization obtained is
different from the quantization obtained using a Kaehler polarization.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 18:23:56 GMT""},{""version"":""v2"",""created"":""Wed, 24 Jun 2009 02:01:12 GMT""}]","2009-06-24"
"0709.4066","Cong-Feng Qiao","Cong-Feng Qiao","A Uniform Description of the States Recently Observed at B-factories","6 pages in Latex. to appear in J.Phys.G","J.Phys.G35:075008,2008","10.1088/0954-3899/35/7/075008","GUCAS-CPS-07-006","hep-ph hep-ex",,"  The newly found states Y(4260), Y(4361), Y(4664) and Z$^\pm$(4430) stir broad
interest in the study of spectroscopy in a typical charmonium scale. The
Y(4260) which was observed earlier has been interpreted as hybrid, molecular
state, and baryonium, etc. In this note we show for the first time that these
new structures, which are hard to be interpreted as charmonium states, can be
systematically embedded into an extended baryonium picture. According to this
assignment, the so far known characters of these states are understandable.
And, in the same framework, we make some predictions for experimenters to
measure in the future.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 19:50:24 GMT""},{""version"":""v2"",""created"":""Sat, 17 May 2008 22:27:10 GMT""}]","2008-11-26"
"0709.4199","A. V. Balatsky","A. Rosengren, P. H. Lundow, A. V. Balatsky","Isotope effect on superconductivity in Josephson coupled stripes in
  underdoped cuprates","4 pages latex file, 2 eps figs",,"10.1103/PhysRevB.77.134508",,"cond-mat.str-el cond-mat.supr-con",,"  Inelastic neutron scattering data for YBaCuO as well as for LaSrCuO indicate
incommensurate neutron scattering peaks with incommensuration $\delta(x)$ away
from the $(\pi,\pi)$ point. $T_c(x)$ can be replotted as a linear function of
the incommensuration for these materials. This linear relation implies that the
constant that relates these two quantities, one being the incommensuration
(momentum) and another being $T_c(x)$ (energy), has the dimension of velocity
we denote $v^*$: $k_B T_c(x) = \hbar v^* \delta(x)$. We argue that this
experimentally derived relation can be obtained in a simple model of Josephson
coupled stripes. Within this framework we address the role of the $O^{16} \to
O^{18}$ isotope effect on the $T_c(x)$. We assume that the incommensuration is
set by the {\em doping} of the sample and is not sensitive to the oxygen
isotope given the fixed doping. We find therefore that the only parameter that
can change with O isotope substitution in the relation $T_c(x) \sim \delta(x)$
is the velocity $v^*$. We predict an oxygen isotope effect on $v^*$ and expect
it to be $\simeq 5%$.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:09:33 GMT""}]","2009-11-13"
"0709.4202","Jurgen Reuter","Jurgen Reuter","SUSY Multi-Step Unification without Doublet-Triplet Splitting","Submitted for the SUSY07 proceedings, 4 pages, 3 eps figures",,,"FR-THEP-07-09","hep-ph",,"  Matter-Higgs unification in string-inspired supersymmetric Grand Unified
Theories predicts the existence of colored states in the Higgs multiplets and
calls for two extra generations of Higgs-like fields ('unhiggses'). If these
states are present near the TeV scale, gauge-coupling unification points to the
existence of two distinct scales, 10^15 GeV where right-handed neutrinos and a
Pati-Salam symmetry appear, and 10^18 GeV where complete unification is
achieved. Baryon-number conservation, while not guaranteed, can naturally
emerge from an underlying flavor symmetry. Collider signatures and dark-matter
physics may be drastically different from the conventional MSSM.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:07:30 GMT""}]","2007-09-27"
"0709.4203","Per Osland","Abdul Wahab El Kaffas, Odd Magne Ogreid, Per Osland","Profile of Two-Higgs-Doublet-Model Parameter Space","4 pages, Latex, 3 eps-figures included, Talk given at 2007
  International Linear Collider Workshop (LCWS07 and ILC07), Hamburg, Germany,
  30 May - 3 Jun 2007","ECONF C0705302:HIG08,2007",,,"hep-ph",,"  We review recent work on constraining the parameter space of the
Two-Higgs-Doublet Model by theoretical and experimental results. Some
characteristics of the model, in particular the distribution of masses in the
surviving parameter space, are discussed.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:14:40 GMT""}]","2009-02-16"
"0709.4204","Rabah Souam","Rabah Souam","On stable constant mean curvature surfaces in S2 X R and H2 X R","14 pages, v2, proof of Theorem 2.2 slightly modified",,,,"math.DG",,"  We study stable compact constant mean curvature surfaces in the product
spaces S2 X R and H2 X R and in some other Riemannian 3-manifolds.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:16:03 GMT""},{""version"":""v2"",""created"":""Thu, 17 Apr 2008 10:36:13 GMT""}]","2008-04-17"
"0709.4205","Yan Levin","Yan Levin","Comment on: Competing Interactions, the Renormalization Group, and the
  Isotropic-Nematic Phase Transition, by D. Barci and D. Stariolo, Phys. Rev.
  Lett. 98, 200604 (2007)",,"Phys. Rev. Lett. 99, 228903 (2007)","10.1103/PhysRevLett.99.228903",,"cond-mat.stat-mech cond-mat.soft cond-mat.str-el",,"  In a recent PRL Barci and Stariolo (BS) generalized the well known Brazovskii
model to include an additional rotationally invariant quartic interaction and
study this model in two dimensions (2d). Depending on the parameters of the
model, BS find two transitions: a first order isotropic-lamellar (striped) or a
second order isotropic-nematic (which they speculate to be in the
Kosterlitz-Thouless universality class). Using a simple symmetry argument, I
show that the striped phase found by BS can not exist in 2d. Furthermore, I
argue that based on the coarse-grained action used by BS it is impossible to
reach any conclusion about the nature of the isotropic-nematic transition.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:21:32 GMT""},{""version"":""v2"",""created"":""Mon, 3 Dec 2007 16:54:21 GMT""}]","2007-12-03"
"0709.4206","Ney Lemke","Joao Paulo Muller da Silva, Marcio Luis Acencio, Jose Carlos Merino
  Mombach, Renata Vieira, Jose Guliherme Camargo da Silva, Ney Lemke, Marialva
  Sinigaglia","In silico network topology-based prediction of gene essentiality",,,,,"q-bio.GN physics.bio-ph",,"  The identification of genes essential for survival is important for the
understanding of the minimal requirements for cellular life and for drug
design. As experimental studies with the purpose of building a catalog of
essential genes for a given organism are time-consuming and laborious, a
computational approach which could predict gene essentiality with high accuracy
would be of great value. We present here a novel computational approach, called
NTPGE (Network Topology-based Prediction of Gene Essentiality), that relies on
network topology features of a gene to estimate its essentiality. The first
step of NTPGE is to construct the integrated molecular network for a given
organism comprising protein physical, metabolic and transcriptional regulation
interactions. The second step consists in training a decision tree-based
machine learning algorithm on known essential and non-essential genes of the
organism of interest, considering as learning attributes the network topology
information for each of these genes. Finally, the decision tree classifier
generated is applied to the set of genes of this organism to estimate
essentiality for each gene. We applied the NTPGE approach for discovering
essential genes in Escherichia coli and then assessed its performance.
","[{""version"":""v1"",""created"":""Wed, 26 Sep 2007 16:35:32 GMT""}]","2007-09-27"
